title|isbn|total_pages|amount|publishing_year|publisher_id|price|annotation|cover_path|library_location
Двенадцатый год|978-5-4472-4352-4|954|12|2015|6|876|«Двенадцатый год» - роман русского и украинского прозаика, публициста и историка Даниила Лукича Мордовцева (1830-1905). Написан и впервые опубликован в 1880 году.\nОпытный историк и неординарный романист, Мордовцев выбирает сюжетами своих произведений самые драматические эпохи российской истории. Исторический роман в трех частях «Двенадцатый год» посвящен драматическим событиям Отечественной войны 1812 года. Это живая хроника той эпохи, живописание «скорбного листа хронического безумия человечества», в центре которого - образ первой в России женщины-офицера, «кавалерист-девицы» Надежды Андреевны Дуровой. Роман написан необыкновенно живо, с шириною захвата, с замечательными бытовыми подробностями, колоритно, в строгих границах исторической науки и правды, на основании многочисленных и разнообразных источников и по устным рассказам очевидцев.\n|../TableData/BooksPhoto/default_book_cover.png|В первом зале,во втором шкафу
Роман с контрабасом|978-5-4472-4521-4|11|9|2015|6|1059|«Роман с контрабасом» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1886 году в журнале «Осколки» за подписью «А. Чехонте».\nРассказ «Роман с контрабасом», в оригинальной публикации имевший подзаголовок «Дачная феерия» - это трагикомичная история, происшедшая с музыкантом-контрабасистом Смычковым. По дороге на дачу князя Бибулова, где должен был играть, он решил искупаться. И неожиданно увидел на берегу красивую девушку, удившую рыбу. Пока он любовался задремавшей красавицей и предавался мечтам, неизвестные злодеи похитили у него все, кроме контрабаса и цилиндра. Между тем, проснувшаяся удильщица обнаружила, что ее рыбацкие снасти застряли, скинула одежду и полезла в воду распутывать лесу. Вернувшись на берег, она обнаружила, что кто-то украл всю ее одежду, оставив только банку с червяками. Расстроенные и смущенные, нагие молодые люди пытаются спрятаться от посторонних глаз и встречают друг друга под мостиком.\n|../TableData/BooksPhoto/default_book_cover.png|Во втором зале,в четвёртом шкафу
Соседи|978-5-4472-4527-6|28|8|2015|6|747|«Соседи» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1892 году в журнале «Книжка Недели». Включен в сборник «Повести и рассказы».\nГерой рассказа «Соседи» - молодой помещик Петр Михайлыч Ивашин, поборник «свободной любви» - пребывает в тяжелом и унылом настроении. Его младшая сестра Зина ушла к Григорию Власичу - женатому человеку, который известен своим либерализмом и вольнодумством. Все домашние Зину единодушно осуждают, презирают и объяснений ее не принимают. В душе у Ивашина происходила целая буря, через неделю он едет к Власичу. Между мужчинами происходит серьезный разговор по душам.\n|../TableData/BooksPhoto/default_book_cover.png|В первом зале,во втором шкафу
Москва родная|978-0-9802768-1-7|10|5|2022|10|1918|"Это произведение - общепризнанный шедевр мировой художественной литературы, и сегодня не утративший свою содержательную ценность. Оно включено в список ""Тысяча лучших произведений мировой художественной литературы в русских переводах, рекомендованных для комплектования школьной библиотеки"", подготовленный НИО библиографии Российской государственной библиотеки, Российской государственной детской библиотеки и Российской государственной юношеской библиотеки и перечень, рекомендованный Министерством образования и науки Российской Федерации.\nВ состав экспертной рабочей группы по составлению перечня вошли представители Российской академии наук, Российской академии образования, Минкультуры России, Минрегиона России, представители СМИ, общественных и религиозных организаций, учителя и многие другие.\n"|../TableData/BooksPhoto/default_book_cover.png|В третьем зале,в четвёртом шкафу
Студент-драгун|978-1-385-55436-4|10|17|2022|22|780|"Это произведение - общепризнанный шедевр мировой художественной литературы, и сегодня не утративший свою содержательную ценность. Оно включено в список ""Тысяча лучших произведений мировой художественной литературы в русских переводах, рекомендованных для комплектования школьной библиотеки"", подготовленный НИО библиографии Российской государственной библиотеки, Российской государственной детской библиотеки и Российской государственной юношеской библиотеки и перечень, рекомендованный Министерством образования и науки Российской Федерации.\nВ состав экспертной рабочей группы по составлению перечня вошли представители Российской академии наук, Российской академии образования, Минкультуры России, Минрегиона России, представители СМИ, общественных и религиозных организаций, учителя и многие другие.\n"|../TableData/BooksPhoto/default_book_cover.png|В первом зале,в четвёртом шкафу
На переломе|978-5-4472-4300-5|129|16|2015|6|507|«На переломе» - повесть русского писателя Александра Ивановича Куприна (1870-1938). Написана и впервые опубликована в 1900 году под названием «На первых порах. Очерки военно-гимназического быта» в газете «Жизнь и искусство». Доработанный текст под названием «Кадеты» был напечатан в 1906 году в журнале «Нива».\nВ основу повести «На переломе» легли личные воспоминания Куприна, который в десятилетнем возрасте поступил во Второй Московский кадетский корпус и через семь лет был выпущен в Александровское военное училище. Лирический герой произведения - Миша Буланин - становится кадетом. Он оглушен новыми впечатлениями, но очень скоро жестокая сторона воспитательной системы в военной гимназии и нравы ее воспитанников проявляют себя в полной мере.\n|../TableData/BooksPhoto/default_book_cover.png|Во втором зале,в третьем шкафу
В усадьбе|978-5-4472-4442-2|15|5|2015|6|947|«В усадьбе» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1894 году в газете «Русские ведомости». Включен в сборник «Повести и рассказы».\nГерой рассказа «В усадьбе» - помещик Павел Ильич Рашевич разглагольствует перед своим гостем, судебным следователем Мейером о пагубности идей братства и равенства людей, о дарвинистской и исторической оправданности сословного устройства и о «белой кости», как основе общественного устройства. Мейер отмалчивается, но потом заявляет, что он - простой «мещанин», сын рабочего и тем гордится. Рашевич смущен, расстроен и подавлен.\n|../TableData/BooksPhoto/default_book_cover.png|В пятом зале,в первом шкафу
Иоланда|978-5-4472-3615-1|17|8|2014|6|1921|Александр Фомич Вельтман (1800-1870) - российский картограф, лингвист, археолог, поэт и писатель. Участник Русско-турецкой войны 1828-1829, подполковник. Родоначальник жанра исторического фэнтези, одним из первых в мировой литературе обратившийся к идее путешествия во времени.\nЛитературная деятельность Вельтмана многогранна и разнообразна. Он написал десятки рассказов и повестей, пятнадцать романов. Каждое его произведение поражало современников оригинальностью замысла и формой его выражения. Особое место в творчестве писателя занимает рассказ «Иоланда», написанный в 1837 году. Это повествование о событиях частной и общественной жизни во Франции XIV в. Эпизоды рассказа связаны сложной авантюрно-детективной композицией и фантастический элемент в нем совершенно особого рода. Сюжетную загадку можно разгадать лишь косвенно, и у читателя остается впечатление непостижимого, почти мистического стечения обстоятельств, приведших всех героев к гибели.\n|../TableData/BooksPhoto/default_book_cover.png|В первом зале,в четвёртом шкафу
Записки бригадира Моро-де-Бразе|978-5-4472-4411-8|149|19|2015|6|1155|«Записки бригадира Моро-де-Бразе (касающиеся до турецкого похода 1711 года)» - вольный перевод книги на французском языке «Записки политические, забавные и сатирические господина Жана-Никола де Бразе, графа Лионского, полковника Казанского драгунского полка и бригадира войск его царского величиства» (1716), выполненный великим русским поэтом, драматургом и прозаиком Александром Сергеевичем Пушкиным (1799-1837). Перевод сделан в 1835 году. Впервые напечатан в 1837 году в журнале «Современник».\nРассказ Моро-де-Бразе о походе 1711 года Пушкин считал «лучшим местом изо всей книги». Известно, что Моро-де-Бразе не фигурировал среди старших офицеров, участвовавших в Прутском походе. Возможно, что он был «рядовым участником». Слова автора текста о том, что его жена состояла при принцессе Шарлотте, не находят подтверждений в придворных списках, относящихся к тому периоду.\n|../TableData/BooksPhoto/default_book_cover.png|В пятом зале,в первом шкафу
Слон и Моська|978-5-4472-4299-2|61|15|2015|6|1147|«Слон и Моська» - рассказ русского писателя, прозаика, поэта, представителя неоромантической школы Александра Грина (Александр Степанович Гриневский) (1880-1932). Написан и впервые опубликован отдельной брошюрой в 1906 году за подписью «А.С.Г.».\nВ русскую литературу Александр Гриневский вступил как писатель-реалист. Два его первых рассказа - вторым был «Слон и Моська. Из летописей ***ского батальона» - задуманы как политические агитки, обличающие армейскую муштру и клеймящие зверскую расправу царизма над крестьянами после подавления первой русской революции. Тираж брошюры «Слон и Моська» был арестован петербургским градоначальником, поскольку содержание рассказа «заключало в себе возбуждение к нарушению воинскими чинами обязанностей военной службы». Несмотря на подкупающую искренность и горячую веру автора в то, что народ «всего добьется», сколько-нибудь существенным моментом творческой биографии Грина, этот рассказ не стал.\n|../TableData/BooksPhoto/default_book_cover.png|В первом зале,в четвёртом шкафу
Однорукий комендант|978-1-4868-5249-9|29|5|2022|10|1322|"Это произведение - общепризнанный шедевр мировой художественной литературы, и сегодня не утративший свою содержательную ценность. Оно включено в список ""Тысяча лучших произведений мировой художественной литературы в русских переводах, рекомендованных для комплектования школьной библиотеки"", подготовленный НИО библиографии Российской государственной библиотеки, Российской государственной детской библиотеки и Российской государственной юношеской библиотеки и перечень, рекомендованный Министерством образования и науки Российской Федерации.\nВ состав экспертной рабочей группы по составлению перечня вошли представители Российской академии наук, Российской академии образования, Минкультуры России, Минрегиона России, представители СМИ, общественных и религиозных организаций, учителя и многие другие.\n"|../TableData/BooksPhoto/default_book_cover.png|В первом зале,в третьем шкафу
Весной|978-0-401-36766-7|11|20|2022|6|1910|«Весной» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1886 году в «Петербургской газете» за подписью «А. Чехонте».\nРассказ «Весной» - короткая новелла о людях и весне, с приходом которой наступает «блаженное состояние, когда замираешь от смутных предчувствий и улыбаешься без всякой причины». Хорошо и славно чувствуют себя весной обыкновенные люди. И нехорошо весной тем, кто болеет, чахнет в канцелярии или «знается с музами». К последней категории относится молодой человек Макар Денисыч, который служит у генерала не то писарем, не то младшим управляющим. Все у него, казалось бы, благополучно, но он несчастлив.\n|../TableData/BooksPhoto/default_book_cover.png|В третьем зале,во втором шкафу
Юг благословенный|978-5-4472-4312-8|24|5|2015|6|1129|«Юг благословенный» - цикл очерков русского писателя Александра Ивановича Куприна (1870-1938). Состоит из 4 очерков, написанных в 1927 году предположительно для парижской газеты «Возрождение». В 1927 году цикл был включен в сборник «Новые повести и рассказы», изданный в Париже.\nВ годы эмиграции знакомство Куприна с бытом, нравами и культурой чужой страны отнюдь не ограничивалось столичным Парижем. Свои впечатления от путешествия по провинциальному югу Франции он отразил в очерках «Южные звезды», «Город Ош», «Фаворитка» и «Живая вода», составивших цикл «Юг благословенный». Юг согревает писателя, пробуждает в нем воспоминания об оставленной родине. Он сетует на то, что и в провинции все «столь прекрасное издали» постепенно исчезает с тех пор, как появились «порох, книгопечатание, революция, железная дорога и пиджачная пара со штанами навыпуск». Но в то же время восхищается «человеческим гением», видя мощные гидростанции в районе Пиренеев.\n|../TableData/BooksPhoto/default_book_cover.png|В первом зале,в первом шкафу
Вокруг света|978-5-4472-4224-4|23|8|2015|6|1356|«Вокруг света» - рассказ русского писателя, прозаика, поэта, представителя неоромантической школы Александра Грина (Александр Степанович Гриневский) (1880-1932). Написан и впервые опубликован в 1916 году в газете «Русская воля».\nОдно из произведений, в котором Грин пытается осмыслить характерный для его творчества мотив «кругового пути» - рассказ «Вокруг света». Этот мотив воплощает активная личность, находящаяся в вечном поиске, преодолении жизненных трудностей и самого себя - «сокрушитель судьбы» изобретатель Жиль Седир. В поисках средств на завершение своих научных опытов он заключает пари с фабрикантом Фрионом, что в течение двух лет совершит кругосветное путешествие пешком и без денег. Честно выполнив условия договора, герой возвращается домой, но узнает о разорении фабриканта. Тем не менее, он соглашается на аналогичное пари с другим богачом, и оправляется в повторное путешествие.\n|../TableData/BooksPhoto/default_book_cover.png|В третьем зале,в третьем шкафу
Встреча|978-5-4472-4457-6|19|17|2015|6|1641|«Встреча» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1887 году в газете «Новое время».\nГерой рассказа «Встреча» - старый крестьянин Ефрем Денисов - ехал из своего родного села собирать на погоревший храм. В лесу он встретил бывшего арестанта Кузьму, взял его с собой, но ночью попутчик обокрал Ефрема - стащил и пропил собранные деньги. Ефрем, однако, спокоен. «Не мои деньги, а божьи... не меня ты обидел, а царицу божью», - говорит он вору.\n|../TableData/BooksPhoto/default_book_cover.png|В четвёртом зале,в третьем шкафу
Марья Ивановна|978-1-69437-275-8|10|10|2022|22|1756|"Это произведение - общепризнанный шедевр мировой художественной литературы, и сегодня не утративший свою содержательную ценность. Оно включено в список ""Тысяча лучших произведений мировой художественной литературы в русских переводах, рекомендованных для комплектования школьной библиотеки"", подготовленный НИО библиографии Российской государственной библиотеки, Российской государственной детской библиотеки и Российской государственной юношеской библиотеки и перечень, рекомендованный Министерством образования и науки Российской Федерации.\nВ состав экспертной рабочей группы по составлению перечня вошли представители Российской академии наук, Российской академии образования, Минкультуры России, Минрегиона России, представители СМИ, общественных и религиозных организаций, учителя и многие другие.\n"|../TableData/BooksPhoto/default_book_cover.png|Во втором зале,в первом шкафу
Вор|978-5-4472-4454-5|9|16|2015|6|570|«Вор» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1883 году в журнале «Осколки» за подписью «А. Чехонте». Включен в сборник «Пестрые рассказы».\n«Вор» считается первым рассказом Чехова, где действительность изображается через восприятие героя - в данном случае Федора Степановича, сосланного в Сибирь за денежную кражу. Этот принцип выдержан на протяжении всего рассказа: он отражен в размышлениях героя о превратностях судьбы, об оставленном доме, о предательстве возлюбленной, об особенностях местного жизнеустройства и о других персонажах. Впоследствии такой способ изображения надолго становится у Чехова определяющим в его художественной манере.\n|../TableData/BooksPhoto/default_book_cover.png|В третьем зале,в четвёртом шкафу
Доктор|978-5-4472-4485-9|11|7|2015|6|1230|«Доктор» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1887 году в «Петербургской газете» за подписью «А. Чехонте».\nВ гостиной дачи хозяйка Ольга Ивановна разговаривает с домашним врачом и старинным знакомым доктором Николаем Цветковым, которого пригласила лечить сына Мишу. Мальчик болен смертельной болезнью. В отчаянии и горе мать цепляется за любую надежду спасти сына. Неожиданно Цветков заводит разговор об отцовстве мальчика, на воспитание которого средства дают еще двое мужчин. Женщина настаивает на том, что отцом ребенка является Цветков.\n|../TableData/BooksPhoto/default_book_cover.png|В пятом зале,в четвёртом шкафу
Репетитор|978-5-4472-4519-1|8|20|2015|6|1782|«Репетитор» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1884 году в журнале «Осколки» за подписью «А. Чехонте». Включен в сборник «Пестрые рассказы».\nГерой рассказа «Репетитор» - гимназист VII класса Егор Зиберов - согласно договоренности, занимается за оплату по два часа ежедневно с двенадцатилетним Петей Удодовым, готовя его во II класс гимназии. Егор устраивает с Петей показательное занятие по латыни, арифметике и прочим наукам в присутствии отца ученика - отставного губернского секретаря Удодова.\n|../TableData/BooksPhoto/default_book_cover.png|Во втором зале,в первом шкафу
Русский Дон-Кихот|978-5-4472-4383-8|38|9|2015|6|1810|«Русский Дон-Кихот» - критическая статья русского публициста и литературного критика Дмитрия Ивановича Писарева (1840-1868). Написана и впервые опубликована в 1862 году в журнале «Русское слово».\nСтатья «Русский Дон-Кихот» посвящена выходу в свет в 1861 году «Полного собрания сочинений» в 2-х томах русского религиозного философа, одного из главных теоретиков славянофильства Ивана Васильевича Киреевского (1806-1856). Борьба со славянофильством и его реакционной доктриной занимала важное место на страницах демократической печати в 1861-1862 годы, и обличения далеко не всегда носили корректный характер. В статье «Русский Дон-Кихот» Писарев назвал славянофильство «психологическим явлением, возникающим вследствие неудовлетворенных потребностей». По мнению членов Цензурного комитета, под формой литературной критики текст заключал в себе осмеяние нравственно-религиозных верований и отрицание необходимости религиозных основ в просвещении и нравственности. Статья характеризовалась как одна из наиболее «вредных по направлению» из напечатанных в журнале «Русское слово» незадолго до его приостановки в 1862 году.\n|../TableData/BooksPhoto/default_book_cover.png|В третьем зале,в четвёртом шкафу
Памяти Александра Блока|978-5-4472-4219-0|178|13|2015|6|1149|«Памяти Александра Блока» - протокол открытого заседания петербургской Вольной Философской Ассоциации от 28 августа 1921 года, посвященного памяти А.А. Блока, на котором русский писатель, поэт и критик Андрей Белый (1880-1934) (настоящее имя Борис Николаевич Бугаев) выступил с докладом. Протокол опубликован в 1922 году.\nВ своем докладе Андрей Белый не только вспоминает о безвременно ушедшем товарище «по музам, по судьбам», с которым поддерживал личные отношения с 1904 года - он подводит предварительный итог всему символистскому движению. Выступление бросает ретроспективный свет на основные этапы общего поэтического пути Блока и Белого, вплоть до последующего идейного разрыва поэтов и их нового примирения. Белый утверждает поворот Блока, а вместе с ним и всего символизма, к мировой Софии в ее русском народном воплощении. Он не устает на протяжении всей речи подчеркивать всемирный характер русской идеи: «Россия искони была не Востоком, не Западом, она должна стать не Востоком, не Западом, в ней встреча Востока и Запада, в ней есть, в ее личных судьбах, символ судеб всего человечества».\n|../TableData/BooksPhoto/default_book_cover.png|В четвёртом зале,в четвёртом шкафу
Искушение|978-0-7752-2456-6|17|20|2022|15|735|"Это произведение - общепризнанный шедевр мировой художественной литературы, и сегодня не утративший свою содержательную ценность. Оно включено в список ""Тысяча лучших произведений мировой художественной литературы в русских переводах, рекомендованных для комплектования школьной библиотеки"", подготовленный НИО библиографии Российской государственной библиотеки, Российской государственной детской библиотеки и Российской государственной юношеской библиотеки и перечень, рекомендованный Министерством образования и науки Российской Федерации.\nВ состав экспертной рабочей группы по составлению перечня вошли представители Российской академии наук, Российской академии образования, Минкультуры России, Минрегиона России, представители СМИ, общественных и религиозных организаций, учителя и многие другие.\n"|../TableData/BooksPhoto/default_book_cover.png|В третьем зале,в первом шкафу
В суде|978-5-4472-4440-8|13|6|2015|6|1449|«В суде» - рассказ русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написан и впервые опубликован в 1886 году в газете «Новое время». Включен в сборник «В сумерках».\nРассказ «В суде» связан с впечатлениями Чехова от летнего пребывания в 1884-1886 годы в Звенигороде, где он замещал уездного врача на время отпуска. Чехов очень интересовался деятельностью судов, хорошо был знаком с судебной процедурой, но занимали его преимущественно судебные казусы, в которых ярко подчеркивались смешные стороны быта. Специалисты называют рассказ «В суде» одним из самых «толстовских» произведений Чехова. Картина заседания уездного суда проходит перед читателем в торопливом равнодушии действа, среди которого сонные и вялые чиновники решают судьбу человека - крестьянина Николая Харламова, обвиняемого в убийстве жены.\n|../TableData/BooksPhoto/default_book_cover.png|В первом зале,в третьем шкафу
Домик в Коломне|978-5-4472-3721-9|19|11|2014|6|1511|«Домик в Коломне» - шуточная поэма великого русского поэта, драматурга, прозаика, создателя современного русского литературного языка Александра Сергеевича Пушкина (1799-1837). Написана в 1830 году в Болдинскую осень. Впервые напечатана в 1833 году в альманахе «Новоселье».\n«Домик в Коломне» представляет собой последний опыт Пушкина с вольным «онегинским» стихом. Написано произведение октавами (в полном тексте 54 октавы; печатная версия состоит из 40 октав), причем первые строфы посвящены металитературному обсуждению достоинств этой строфы. Печатная версия «Домика» не содержит никаких авторских указаний на использование в произведении пародийного плана. Однако обращение к беловому автографу поэмы помогает такое указание обнаружить. Разрешение конфликта в этом произведении выразительно комическое.\n|../TableData/BooksPhoto/default_book_cover.png|В пятом зале,в третьем шкафу
Возвращение на родину|978-5-4472-4331-9|8|19|2015|6|542|«Возвращение на родину» - стихотворение русского поэта, представителя школ «новокрестьянской поэзии» и «русского имажинизма» Сергея Александровича Есенина (1895-1925). Написано и впервые опубликовано в 1924 году в журнале «Красная новь».\nСпустя десять лет после переезда в Москву Сергей Есенин все же нашел возможность побывать в родном селе Константиново, где по-прежнему жили его мать и сестры. Открытия, которые поджидали поэта на родине, произвели на него странное впечатление. Есенин не смог найти свой родной дом, клен возле которого оказался срублен. А случайный прохожий, у которого он решил поинтересоваться, где же нынче живет его мать, Татьяна Есенина, оказался его собственным дедом. Есенин понимает, что за прошедшие годы изменилась не только жизнь, но и люди, что в родном доме он - уже чужой человек, которого не ждали и не рассчитывали увидеть. «Возвращение на родину» - одно из множества стихотворений, посвященных путешествию поэта в свое прошлое.\n|../TableData/BooksPhoto/default_book_cover.png|Во втором зале,в первом шкафу
Живой товар|978-5-4472-4503-0|55|15|2015|6|1071|«Живой товар» - повесть русского писателя, драматурга Антона Павловича Чехова (1860-1904). Написана и впервые опубликована в 1882 году в журнале «Мирской толк» за подписью «А. Чехонте».\nСюжетная интрига повести «Живой товар» строится вокруг классического «любовного треугольника»: советник Иван Петрович Бугров, его супруга-изменница Лиза и ее любовник, состоятельный помещик Григорий Васильевич Грохольский. Горохольский решает открыться Бугрову и умоляет того отпустить с ним Лизу - в порыве страсти он предлагает мужу денежную компенсацию. Бугров соглашается, но повышает размер отступной суммы; сына Мишутку он оставляет с собой. Спустя время судьба вновь сводит вместе всех трех героев повествования; и Грохольский вновь покупает свое иллюзорное счастье с любимой женщиной, отписав Бугрову свое имение... В заключительной части повести Чехов вводит образ автора-повествователя, прямо высказывающего свое отношение к героям и к ситуации, в которой они оказались.\n|../TableData/BooksPhoto/default_book_cover.png|В третьем зале,в третьем шкафу
Сидение раскольников в Соловках|978-5-4472-4362-3|245|7|2015|6|1164|«Сидение раскольников в Соловках» - повесть русского и украинского прозаика, публициста и историка Даниила Лукича Мордовцева (1830-1905). Написана и впервые опубликована в 1880 году.\n«Сидение раскольников в Соловках» - историческая повесть, как ее определял автор, «из времени начала раскола на Руси в царствование Алексея Михайловича». Летом 1657 года на Соловки были присланы исправленные, согласно уложениям соборов Патриарха Московского и Всея Руси Никона, церковные служебники. Под влиянием архимандрита Илии «Черный собор», не вникая в существо исправлений и опасаясь «многих ересей и новшеств лукавых», определил их как «писание слуг антихристовых, ересь латинскую» и приговорил новые служебники отставить, а службу править по-прежнему, «как при Чудотворцах правили». 8 июня 1658 года братия скрепила соборный приговор поручными записями - Соловецкий монастырь вступил в противоборство с официальной Церковью, а следовательно, и с государством.\n|../TableData/BooksPhoto/default_book_cover.png|В четвёртом зале,в третьем шкафу
