title|writing_year|description|ebook_path
Талисман|1891|В основе фабулы поэмы «Талисман» лежат автобиографические воспоминания Афанасия Фета. В ней автор представляется читателю сельским жителем - «деревню я люблю... плохой я горожанин», вспоминает родовое имение, детство, первую страсть, встречи с возлюбленной Варенькой и ее слова о «чудном талисмане», которым девушка владела.\nПоэма написана и впервые опубликована в 1842 году в журнале «Московитянин».\n|../TableData/BooksEpub/Талисман_1.epub
Шесть спичек|1925|Герои рассказа Метлаэн и Босс - жертвы кораблекрушения, которые уже долгое время дрейфуют в спасательной шлюпке. Истощенный Босс находится на грани смерти и желает лишь одного - выкурить сигару, вернее то, что от нее осталось. Но Метлаэн не хочет давать ему покурить, потому что знает: «смерть одного подчеркивала близкий конец другого», а ему страшно оставаться одному.\nРассказ «Шесть спичек» был опубликован в 1925 году на страницах московского литературно-художественного журнала «Красная нива», а в 1927-м вошел в сборник Александра Грина «Брак Августа Эсборна».\n|../TableData/BooksEpub/Шесть_спичек_1.epub
Кабы я был царем|1932|Прозаическая сказка «Кабы я был царем», входящая в авторский сборник «Солдатские сказки» - это забавная и лукавая байка солдата своим сослуживцам о том, что бы он сделал, став самодержцем. Царем он был бы «обращения простого», о войске не забывал бы - жалование служивым утроил бы. Но и о «гражданской части» заботился бы - заставил бы «старичков умственных» решить, как до «правильной жизни» дойти.\nСказка написана и впервые опубликована в 1932 году в парижском журнале «Иллюстрированная Россия».\n|../TableData/BooksEpub/Кабы_я_был_царем_1.epub
Граф Нулин|1836|Небольшую поэму «Граф Нулин» Александр Пушкин завершил всего за два дня: 13 и 14 декабря 1925 года. Именно на этот период пришлось восстание декабристов, и по этому случаю Пушкин в заметке к поэме написал: «Бывают странные сближения».\nШуточная поэма «Граф Нулин» - пародия на небольшое произведение Уильяма Шекспира «Лукреция». Александр Пушкин переносит легенду о Лукреции и Тарквинии в Россию XIX века. Неподалеку от усадебного дома, в которой от скуки томится Наталья Павловна, переворачивается коляска графа Нулина. Ночью граф решает, что «новая Лукреция» ждет его и отправляется к Наталье в спальню. Но Наталья, в отличие от героини античной легенды, дает незваному гостю пощечину. Впервые произведение было частично напечатано в февральском номере «Московского вестника» за 1827 год.\n|../TableData/BooksEpub/Граф_Нулин_1.epub
С колокольчиком|1932|Прозаическая сказка «С колокольчиком», входящая в авторский сборник «Солдатские сказки» - это история, рассказанная Петром Губаревым, «по всей империи из всех солдат первого». Любил «папаша» героя выезжать в таратайке «с амбицией» - с «колокольчиком под дугой». Как-то в уездном городе столкнулся он с новым исправником, который «простого звания людям форменно воспретил по городу с колокольчиками раскатывать» и в поисках справедливости пошел к «военному министру по личному делу».\nСказка написана и впервые опубликована в 1932 году в парижской газете «Последние новости».\n|../TableData/BooksEpub/С_колокольчиком_1.epub
Униженные и оскорбленные|1861|«Униженные и оскорбленные» стали первым крупным произведением Федора Достоевского, которое он написал после долгой ссылки. Достоевский возлагал на роман большие надежды, о чем писал жене друга Александре Шуберт: «Хочу написать хорошо, чувствую, что в нем есть поэзия, знаю, что от удачи его зависит вся моя литературная карьера. Месяца три придется теперь сидеть дни и ночи. Зато какая награда, когда кончу!» Роман выходил в журнале «Время» Федора Достоевского и его брата Михаила в 1861 году.\nДействие «Униженных и оскорбленных» охватывает около полутора лет, а в его центре находятся судьбы двух семей - Ихменевых и Валковских. Главный герой, Иван Петрович, влюблен в Наталью Ихменеву, дочь мелкопоместного помещика. Но, несмотря на свое чувство, помогает устроить счастье Наташи с Алешей Валковским.\n|../TableData/BooksEpub/Униженные_и_оскорбленные_1.epub
Роман И.А. Гончарова «Обломов»|1859|Умение проследить состояние души героя, умение раскрыть его перед читателем и объяснить участие общества в формировании выбранных характеров Дмитрий Писарев называл главным талантом и делом современных литераторов. Критик полагал, что мысль Гончарова, проведенная в романе «Обломов», «принадлежит всем векам и народам, но имеет особенное значение в наше время, для нашего русского общества». Он считал, что русский писатель блестяще решил поставленную им общечеловеческую психологическую задачу, причем сделал это «в явлениях чисто русских, национальных, возможных только при нашем образе жизни, при тех исторических обстоятельствах, которые сформировали народный характер, при тех условиях, под влиянием которых развивалось и отчасти развивается до сих пор наше молодое поколение». В числе отличительных признаков таланта Гончарова критик называл полную объективность, «спокойное, бесстрастное творчество, отсутствие узких временных целей, профанирующих искусство, отсутствие лирических порывов, нарушающих ясность и отчетливость эпического повествования».\nСтатья написана и впервые опубликована в 1859 году в журнале «Рассвет».\n|../TableData/BooksEpub/Роман_ИА_Гончарова_Обломов_1.epub
Подросток|1875|«Подросток» - предпоследний роман Федора Достоевского, который входит в «великое пятикнижие» автора. Книга рассказывает о нравственном становлении главного героя - Аркадия Долгорукого. Незаконнорожденный сын дворянина и жены дворового человека, он на протяжении 19 лет ощущает двусмысленность своего положения. Противоречивы и чувства Аркадия Долгорукого к настоящему отцу - Андрею Версилову. Долгорукий оказывается в центре загадочных событий, которые определяют его взросление.\nВпервые роман опубликован в 1875 году в журнале «Отечественные записки». Современники Достоевского критиковали книгу за «хаотичность» и считали ее неудачной. А сегодня роман называют одним из главных шедевров писателя.\n|../TableData/BooksEpub/Подросток_1.epub
Монах|1836|«Монах» - первая поэма Александра Пушкина. Литературоведы считают, что юношеская поэма Пушкина - одна из многочисленных обработок сказания, взятого из жития архиепископа Новгородского Иоанна, которое создал в конце XV века неизвестный автор.\nПроизведение состоит из трех песен и повествует о праведнике-отшельнике Панкратии, которого решил совратить дьявол Молок, для чего он смущает дух монаха видением женской юбки.\nПоэма написана, предположительно, в период с 1812 по 1813 год. Впервые опубликована в 1928 году в научно-историческом журнале «Красный архив».\n|../TableData/BooksEpub/Монах_1.epub
Суламифь|1908|Повесть «Суламифь» вдохновлена образом возлюбленной царя Соломона, который был воспет в книге Ветхого Завета «Песнь песней». Это вдохновенный гимн писателя во славу подлинной и высокой любви, которая сильнее смерти, которая делает людей прекрасными, независимо от того, кто эти люди - мудрый царь или бедная девушка с виноградников. Известно, что повесть вызвала крайне негативную реакцию у Максима Горького, считавшего ненужным и неоправданным купринский «возврат к старому».\nПовесть написана и впервые опубликована в 1908 году в альманахе «Земля».\n|../TableData/BooksEpub/Суламифь_1.epub
На переломе|1937|В основу повести «На переломе» легли личные воспоминания Александра Куприна, который в десятилетнем возрасте поступил во Второй Московский кадетский корпус и через семь лет был выпущен в Александровское военное училище. Лирический герой произведения - Миша Буланин - становится кадетом. Он оглушен новыми впечатлениями, но очень скоро жестокая сторона воспитательной системы в военной гимназии и нравы ее воспитанников проявляют себя в полной мере.\nПовесть написана и впервые опубликована в 1900 году под названием «На первых порах. Очерки военно-гимназического быта» в газете «Жизнь и искусство». Доработанный текст под названием «Кадеты» был напечатан в 1906 году в журнале «Нива».\n|../TableData/BooksEpub/На_переломе_1.epub
Антон-Горемыка|1847|Повесть «Антон-Горемыка» Дмитрий Григорович написал в 1847 году. В том же году ее опубликовал журнал «Современник».\nГлавный герой рассказа, крепостной мужик Антон, живет в деревне, которой управляет жестокий наместник Никита Федорыч. Односельчане просят Антона написать жалобу на управляющего и отправить помещику в Петербург. Однако жалоба до барина не доходит, а попадает в руки управляющего. С этого момента и начинаются мучения Антона-Горемыки. «По прочтении этой трогательной повести, - говорил Белинский, - в голове читателя поневоле теснятся мысли грустные и важные».\n|../TableData/BooksEpub/АнтонГоремыка_1.epub
Сильфида|1837|Повесть «Сильфида» Владимир Одоевский написал в 1837 году. Ее главный герой, Платон Михайлович, перебрался из города в деревню, в дом покойного дяди. Он успешно посватался к дочери соседа, однако в это же время обнаружил в доме запечатанный шкаф с дядюшкиным собранием книг по мистике и алхимии. И Платон Михайлович полностью погрузился в новую науку о первой материи, звездных духах и душе солнца.\n|../TableData/BooksEpub/Сильфида_1.epub
Ведьма|1886|Действие рассказа «Ведьма» разворачивается в церковной сторожке, где живут дьячок Савелий Гыкин и его жена Раиса Ниловна. За окном ночь, бушует непогода, и доносится звук колокольчика сбившегося с пути почтового экипажа. Неожиданно дьячок обвиняет во всех случающихся напастях свою дьячиху. Он искренне считает, что хоть та и жена ему, хоть и духовного звания - но по сути своей является ведьмой, которая обманом заманивает к ним в дом путников.\nРассказ написан и впервые опубликован в 1886 году в газете «Новое время». Включен в сборник «В сумерках».\n|../TableData/BooksEpub/Ведьма_1.epub
Печальный рассказ|1912|«Печальный рассказ» Куприн написал в 1897 году. В это время писатель находился в Киеве, много печатался в столичных и провинциальных газетах, издавал небольшие рассказы для массового чтения и произведения для детей. «Печальный рассказ» - одна из таких миниатюр. Впервые произведение появилось на страницах еженедельника «Синий журнал» в 1912 году. В том же году «Печальный рассказ» вошел в шестой том Полного собрания сочинений Александра Куприна, опубликованный в Санкт-Петербурге издательством Адольфа Маркса.\nУ рассказа есть подзаголовок: «О Комаре, Слоне и Верблюде. Эта история случилась как раз под Новый год и была такая печальная, что многие дети плакали, когда ее читали». Слон и Комар встретились, чтобы послушать песенку про Чижика. Музыка так тронула их, что оба не смогли сдержать слез.\n|../TableData/BooksEpub/Печальный_рассказ_1.epub
Два святителя|1915|Господь призывает к себе епископа Николая и Касьяна Римлянина, чтобы назначить именины. На пути к господу святителям встречается мужик, который застрял с телегой и лошадью в грязи. Николай помогает встречному, а Касьян бросает их и следует дальше. По поступкам святителей Господь назначает им именины: Касьяну - раз в 4 года 20 февраля, а Николаю - два раза в год, на Николу Сухого и на Мокрого.\nВпервые апокриф «Два святителя» вышел в газете «Биржевые ведомости» в сентябре 1915 года. В нем Александр Куприн интерпретировал народное предание «Касьян и Никола».\n|../TableData/BooksEpub/Два_святителя_1.epub
Лазурные берега|1912|Весной 1912 года вместе с семьей Александр Куприн предпринимает путешествие по Европе, посещает Францию, Италию, Испанию и на основе этих впечатлений создает свой цикл путевых очерков «Лазурные берега». Находясь за границей, Куприн то делает особый акцент на своей принадлежности к русской нации, то сознательно маскируется. Подобное перевоплощение, как считают специалисты, обусловлено творческой философией писателя - с точки зрения Куприна, уникальность любой нации должна признаваться, но большим недостатком для писателя может стать замыкание в рамках своей национальной принадлежности.\nЦикл состоит из 20 очерков, написанных в 1912 году. Впервые «Лазурные берега» были опубликованы в 1913 году в газете «Речь».\n|../TableData/BooksEpub/Лазурные_берега_1.epub
Дачники|1885|По дачной платформе вечером прогуливается счастливая парочка молодоженов. Саша и Варя умиляются окружающей их природе и испытывают полное удовлетворение от жизни. Но подошедший ночной поезд высаживает на платформу большое и шумное семейство дядюшки одного из супругов. Отношение молодоженов к жизни и к друг другу меняется довольно скоро.\nРассказ написан и впервые опубликован в 1885 году в журнале «Осколки» под названием «Обратите наконец внимание! (Ужасное происшествие)» за подписью «Человек без селезенки».\n|../TableData/BooksEpub/Дачники_1.epub
Неправдоподобная история о том, как профессор Леопарди ставил мне голос|1894|Александр Куприн написал юмористический рассказ «О том, как профессор Леопарди ставил мне голос» в 1894 году. Герой произведения хочет научиться профессионально петь и обращается к профессору Леопарди - известному специалисту по постановке голоса: «Встречает меня сам профессор. Этакий, знаете, понимаете, мужественный итальянский старик, вершков девяти ростом, на голове грива, золотые очки, эспаньолка. Поговорили с ним о том, что искусство петь - великое искусство, что поставить голос - это не таракан и так далее и что в этом деле самое главное - терпение и прилежание». Однако методы у профессора оказались весьма странные, например он предложил герою петь, сидя под стулом.\nРассказ был впервые напечатан в сентябре 1894 года в газете «Жизнь и искусство». Автор опубликовал его под псевдонимом Еgо.\n|../TableData/BooksEpub/Неправдоподобная_история_о_том_как_профессор_Леопарди_ставил_мне_голос_1.epub
Вольная академия|1916|В основе рассказа «Вольная академия» лежит известное предание о любимом кольце Александра Пушкина, которое после смерти поэта хранили известные литераторы - Владимир Даль, Иван Тургенев и другие. Размышляя над этой легендой, Александр Куприн предлагает создать объединение российских писателей, основным принципом которого стала бы не работа на гонорар, а вдохновение и развитие литературного мастерства.\n|../TableData/BooksEpub/Вольная_академия_1.epub
Царский писарь|1918|Кузьма Ефимыч - бывший царский писарь, а ныне - завсегдатай одной пивной, где у него есть излюбленное место у окна. К нему обращаются люди, которым нужно написать жалобу или прошение высокопоставленным лицам.\nВ один зимний вечер Кузьма Ефимыч рассказывает о своем мастерстве. «Вот вы удивляетесь моему почерку, что я так его сохранил до моих Мафусаиловых лет... - говорит он, - но удивительного ничего. Привычка...» И вспоминает, как нещадно «муштровали» писарей во времена его обучения: однажды ему с товарищами довелось за несколько часов переписать начисто доклад в 150 страниц для императора без единой подчистки и помарки.\n|../TableData/BooksEpub/Царский_писарь_1.epub
Дамы|1886|Губернский директор народных училищ Федор Петрович, считающий себя человеком справедливым и великодушным, рассматривает вопрос об отставке учителя Временского. У того 14 лет стажа, жена и двое детей, но до пенсии он не дотянул. Отпустить Временского на произвол судьбы директору «не совсем ловко», и он предлагает потерявшему голос учителю место письмоводителя в приюте. Однако на эту вакансию по протекции влиятельной дамы пытаются определить молодого человека из состоятельной семьи - Полозухина.\nРассказ написан и впервые опубликован в 1886 году в журнале «Осколки» за подписью «А. Чехонте».\n|../TableData/BooksEpub/Дамы_1.epub
Конокрады|1903|Нищий старик Онисим Козел рассказывает внуку Василю об известном конокраде Бузыге, а впечатленный рассказом мальчик говорит, что тоже хочет стать конокрадом. Затем к собеседникам присоединяется сам Бузыга со своими помощниками. По его просьбе Козел дает наводку, у кого можно увести коней. Василя посылают проводить Бузыгу через болото. Когда мальчик возвращается, то рассказывает деду, что Бузыгу выдал один из подельников и его поймали. Разъяренные сельчане хватают Козла и требуют признаться в сговоре, однако конокрад не выдает старика.\n|../TableData/BooksEpub/Конокрады_1.epub
Лунной ночью|1893|Рассказчик в компании некоего Гамова возвращается пешком в Москву после вечера, проведенного на даче у общей знакомой. По дороге они говорят о страхах, о сознательной и бессознательной воле. Затем Гамов под видом аллегории рассказывает, как на том самом месте, где они остановились закурить, он несколько лет назад убил женщину, которая отказала ему в любви. Рассказчик поначалу не знает, верить ли его словам, но постепенно понимает, что Гамов говорит правду. После этого они расходятся и больше никогда не встречаются, но в последующие визиты на ту самую дачу рассказчик возвращается в Москву другой дорогой, на всякий случай.\n|../TableData/BooksEpub/Лунной_ночью_1.epub
Гусеница|1918|Герой рассказа вместе со знакомым агрономом рассматривает альбом с фотографиями людей, осужденных по политическим причинам. Он замечает разницу в выражениях их лиц: у мужчин они искажены гневом, страданием или усталостью, у женщин же - спокойные и просветленные. Агроном говорит, что однажды ему довелось видеть такое выражение лица: «Оно бывает у всех русских женщин, когда ими овладевает высокая идея, и овладевает не так, как мужскою душою, частично, а поглощает целиком, без остатка, до последней мысли, до тончайшего изгиба сердца...» Он рассказывает о женщине из небольшого крымского поселка - Ирине Платоновне по прозвищу Гусеница. Добрая, простая, немного рассеянная, она смогла организовать помощь матросам-революционерам, а затем и вывести их из поселка тайно от полиции. «А главное, - добавляет рассказчик, - все, что она сделала, ей ровно ничего не стоило. Это истекало из несложной и радостной потребности ее теплой русской души. Вот вам и пяденица крыжовничная!»\n|../TableData/BooksEpub/Гусеница_1.epub
Леночка|1910|Полковник генерального штаба Возницын едет из Петербурга в Крым. По дороге он на пару дней задерживается в Москве, где прошли его детство и юность. На пароходе из Одессы в Крым он встречает Елену Владимировну Львову - Леночку, в которую был влюблен когда-то. Они узнают друг друга и вспоминают юность, затем Елена Владимировна знакомит Возницына со своей дочерью Леночкой - удивительно похожей на мать в юности, только выше и красивее. Глядя на взрослую Леночку и ее юную дочь, Возницын испытывает чувство мягкой и светлой грусти - «сострадательной к себе, радостной к ней, к этой новой Леночке, и тихой благодарностью к прежней».\n|../TableData/BooksEpub/Леночка_1.epub
Запечатанные младенцы|1915|Главный герой рассказа вспоминает, как он однажды стал псаломщиком в полесской деревне. Вместе с настоятелем церкви отцом Анатолием он проводил церковные службы, исповеди и причастия, а однажды отправился с ним в дальнюю деревню выполнять обряд «запечатывания младенцев» - последнего церковного напутствия детей, которые умерли без благословения священника. Во время поездки выяснилось, что отца Анатолия заботит не его паства, а только собственный карман: он постоянно требует у крестьян подношений, даже у семей, которые переживают трагедию гибели своего ребенка.\n|../TableData/BooksEpub/Запечатанные_младенцы_1.epub
Господа Головлевы|1888|Социально-психологический роман «Господа Головлевы» впервые был напечатан в 1880 году. История провинциальной помещичьей семьи Головлевых - трагедия трех поколений крепостников. Жизнь их пропитана злостью и жадностью, эгоистичностью и равнодушием. Михаил Салтыков-Щедрин изображает дворянство накануне и после отмены крепостного права, рисуя перед читателем быт и нравы помещиков. Центральный образ в «Господах Головлевых» - Иудушка Головлев - стал одним из самых сильных сатирических героев в русской литературе. А в образе Арины Головлевой - главы семейства - писатель отразил черты собственной матери, Ольги Забелиной, женщины яркой и властной.\n|../TableData/BooksEpub/Господа_Головлевы_1.epub
Студент-драгун|1895|Образ студента-драгуна, который рисует Александр Куприн в своем одноименном рассказе, - это образ повесы, любителя женщин, бильярда и «красивой жизни». Студент-драгун уделяет большое внимание собственной внешности, что не скрывает его внутренней пустоты. К науке и образованию он относится презрительно, но прикрывает свою ограниченность несколькими десятками общих высказываний. Студент-драгун любит производить впечатление человека, который не считает траты, - однако втайне упрашивает знакомых одолжить ему денег или принять на себя еще один его счет.\n|../TableData/BooksEpub/Студентдрагун_1.epub
Записки сумасшедшего|1834|Повесть «Записки сумасшедшего» завершает цикл «Петербургских повестей». Она состоит из дневниковых записей мелкого петербургского чиновника Аксентия Поприщина. Николай Гоголь изображает «маленького человека», который сходит с ума от несправедливости общественных отношений. Главный герой повести постепенно теряет рассудок от унижения и бессилия что-либо изменить в своем положении. Виссарион Белинский писал о «Записках сумасшедшего»: «Возьмите «Записки сумасшедшего», этот уродливый гротеск... эту карикатуру, в которой такая бездна поэзии, такая бездна философии, эту психическую историю болезни, изложенную в поэтической форме, удивительную по своей истине и глубокости, достойную кисти Шекспира: вы еще смеетесь над простаком, но уже ваш смех растворен горечью...»\n|../TableData/BooksEpub/Записки_сумасшедшего_1.epub
Балаганчик|1906|Поэт и литературный критик Георгий Чулков в 1905 году предложил Александру Блоку написать драматическое произведение по его же стихотворению «Балаганчик». Через год поэт написал о нем: «...кончен, только не совсем отделан». Первая пьеса Александра Блока вышла в альманахе Чулкова «Факелы» в начале 1906 года. А в 1907 году лирическую драму «Балаганчик» поставил Всеволод Мейерхольд.\n|../TableData/BooksEpub/Балаганчик_1.epub
Типографская краска|1929|В рассказе «Типографская краска» Александр Куприн вспоминает о годах учебы в Александровском военном училище, а именно - о своей первой публикации. Куприн пишет рассказ «Последний дебют» и, не согласовывая его с начальством училища, относит в «Русский сатирический листок», за что получает серьезное дисциплинарное взыскание.\n|../TableData/BooksEpub/Типографская_краска_1.epub
Выигрышный билет|1887|Герой рассказа «Выигрышный билет» Иван Дмитрич не верил в лотерейное счастье. Но однажды в газете он обнаруживает заветную серию билета своей жены в розыгрыше приза в 75 000 рублей. Не решаясь посмотреть на номер билета, супруги начинают планировать новую жизнь и даже по-новому смотрят друг на друга.\nРассказ написан и впервые опубликован в 1887 году в «Петербургской газете» под названием «Семьдесят пять тысяч» за подписью «А. Чехонте».\n|../TableData/BooksEpub/Выигрышный_билет_1.epub
Беглец|1887|В рассказе «Беглец» отразились впечатления, полученные Чеховым во время практики в Чикинской больнице в 1884 году. Это история деревенского мальчика Пашки, которого мама привела на прием к врачу. Болячка у мальчика оказалась серьезной, и его кладут в больницу на операцию.\nРассказ написан и впервые опубликован в 1887 году в «Петербургской газете» за подписью «А. Чехонте». Включен в сборник «Детвора».\n|../TableData/BooksEpub/Беглец_1.epub
Кирджали|1834|Александр Пушкин дважды принимался за работу над стихотворениями о болгарском разбойнике Кирджали, участнике греческого восстания Ипсиланти в 1821 году. Но в итоге поэт написал о нем повесть, которая впервые была издана в декабрьском номере «Библиотеки для чтения» в 1834 году.\nПо сюжету произведения разбойник Кирджали, участник битвы под Скулянами, был пойман русскими солдатами и сдан в плен туркам. Повесть рассказывала о побеге находчивого болгарина из тюрьмы.\n|../TableData/BooksEpub/Кирджали_1.epub
Старик-годовик|1871|Сказку «Старик-годовик» литературоведы называют сказкой-загадкой. В ней Владимир Даль метафорически описывает смену времен года, а в конце произведения задает читателю вопросы, ответы на которые спрятаны в самом тексте.\n|../TableData/BooksEpub/Старикгодовик_1.epub
В сарае|1887|В рассказе «В сарае» дворовые люди - кучер, дворник, кучеров внук и торговец-селедочник - сидят в каретном сарае, играют в карты и обсуждают последствия самоубийства своего барина. Взрослые мужики говорят о случившемся с полным равнодушием; мальчика постепенно охватывает страх.\nРассказ написан и впервые опубликован в 1887 году в «Петербургской газете» за подписью «А. Чехонте».\n|../TableData/BooksEpub/В_сарае_1.epub
Бесы|1880|Роман «Бесы» - третий роман «великого пятикнижия» Федора Достоевского. На его создание Достоевского вдохновило нашумевшее в то время «нечаевское дело» - убийство студента Ивана Иванова членами тайного общества «Народная расправа». Достоевский задумывал написать небольшой памфлет на злобу дня, однако воплотил свою идею в романе.\nДействие «Бесов» происходит в небольшом губернском городе, где совершилась череда странных событий. Появившийся в городе Петр Верховенский - сын либерала Степана Верховенского - организовал тайное общество. В результате деятельности организации был убит студент Иван Шатов, пожелавший уйти от революционных идей. Роман был издан в 1872 году в журнале «Русский вестник».\n|../TableData/BooksEpub/Бесы_1.epub
Ханжушка|1895|В этом ироническом рассказе Александр Куприн рассказывает о ханжушках - профессиональных богомолках. Ханжушки «служат посредницами и проводницами между наиболее популярными отцами и схимниками, с одной стороны, и чающей благодати публикой с другой. Они заменяют для купцов-богомольцев, прибывших откуда-нибудь из Перми или Архангельска, самые полные путеводители, являясь неутомимыми и словоохотливыми гидами, имеющими везде знакомство или лазейку». В числе их обыденных занятий - толкование снов, снятие сглаза, выполнение мелких поручений и обсуждение сплетен.\n|../TableData/BooksEpub/Ханжушка_1.epub
